,index,pIC50,index,number,cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,MW,B1,B2,B3,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
1261,1261,4.118272303,1261,kampo_1466,44559009,F-Gitonin,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)C)C)C)OC1,2.26E-158,5.92E-42,88.50706561,25.50127459,63.5624493,8.68854604,2.00922268,0.90241036,-2.83899029,0.77391267,1.80971299,7.75803106,4.71073131,3.02922784,-1.05013834,4.1181,3.8128,691.384,1051.183,25.59009478,13.00063825,11.93931849,13402.78406,-3683.407903,7.864,8.0651,8.1179,8.1918,8.2002,8.2109,8.2883,8.3469,8.4559,8.4644,8.4719,8.5876,8.6327,8.6763,8.6865,8.7325,8.8121,8.8526,8.897,8.912,8.937,8.9945,9.0462,9.0662,9.0883,9.1109,9.1135,9.1269,9.1748,9.2099,0.12716175,0.123991023,0.123184567,0.122073293,0.121948245,0.121789329,0.120652003,0.119804958,0.118260623,0.118141865,0.118037276,0.11644697,0.115838614,0.115256503,0.115121165,0.114514744,0.113480328,0.112961164,0.112397437,0.112208259,0.111894372,0.111179054,0.110543654,0.110299795,0.110031579,0.109758641,0.109727328,0.109566227,0.108994202,0.108578812
2536,2536,4.118130511,2536,kampo_2877,4872994,"[4,5-Dihydroxy-2-[[14-hydroxy-15-[5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-7,7,12,16-tetramethyl-9-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl]oxy]oxan-3-yl] acetate",CC(=O)OC1C(C(COC1OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CCC(O8)C(C)(C)O)C)C)O)O,0.004170073,0.011385371,89.19986611,28.98204021,65.04490321,8.57540215,1.18345564,1.18875035,-1.9621882,1.90581898,1.23969805,5.65494621,2.12489664,1.26143039,-0.88411885,5.4745,4.4177,579.288,827.018,23.4037796,13.64455331,9.127565488,9402.246055,-2807.957268,5.7391,7.48,7.8368,7.9179,7.9357,7.966,7.9706,8.1096,8.2087,8.2435,8.3616,8.4108,8.5292,8.5546,8.5624,8.568,8.5991,8.6148,8.6345,8.7092,8.7183,8.7385,8.845,8.8573,8.8698,8.9136,8.9376,8.9476,8.9776,8.9818,0.174243348,0.13368984,0.127603103,0.126296114,0.126012828,0.125533517,0.125461069,0.123310644,0.121821969,0.121307697,0.119594336,0.118894754,0.11724429,0.116896173,0.116789685,0.116713352,0.11629124,0.116079305,0.115814465,0.114821109,0.114701261,0.114436116,0.113058225,0.112901223,0.112742114,0.112188117,0.11188686,0.111761813,0.111388344,0.111336258
1809,1809,4.117625634,1809,kampo_2053,13992211,Majoroside F1,CC(=C)C(CCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)O,1.54E-100,3.08E-26,88.29220057,24.03605364,62.94925364,8.79212825,1.01242797,0.47534378,-2.40554137,1.04847738,1.02361877,4.58819011,4.02911236,1.70714058,-1.01474227,5.3392,5.2865,677.953,963.165,24.57921282,11.31557982,11.18083987,11760.92221,-3306.37705,7.3678,7.7296,7.7521,7.7666,7.9506,8.1254,8.2279,8.2883,8.3015,8.3243,8.3648,8.4572,8.4844,8.5182,8.5466,8.5529,8.6291,8.7081,8.7176,8.7427,8.7968,8.8031,8.8238,8.8311,8.8567,8.8704,8.9558,8.9744,8.9902,9.0226,0.135725725,0.129372801,0.128997304,0.12875647,0.125776671,0.123070864,0.121537695,0.120652003,0.120460158,0.120130221,0.119548585,0.118242444,0.117863373,0.117395694,0.117005593,0.116919407,0.115886941,0.114835613,0.114710471,0.114381141,0.113677701,0.113596347,0.113329858,0.113236177,0.112908871,0.112734488,0.111659483,0.111428062,0.111232231,0.110832798
836,836,4.116127355,836,kampo_0949,115196,Brassinolide,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,2.643385699,0.170490525,85.70525202,34.6642736,57.63833689,9.1262298,2.09951586,0.50267968,-2.00924989,1.26798797,0.81571748,5.01484825,1.53120269,0.95515616,-0.48398817,3.8972,3.2452,378.621,480.686,19.59625728,8.190869115,8.120620012,4025.18662,-1546.603372,5.1111,6.4305,7.7825,7.9051,8.0443,8.2622,8.3401,8.3766,8.4538,8.4776,8.5266,8.9138,8.9653,8.985,9.064,9.0972,9.132,9.1471,9.2014,9.2353,9.3312,9.3455,9.3844,9.4265,9.4548,9.4633,9.5162,9.527,9.5475,9.5718,0.195652599,0.155508903,0.128493415,0.126500614,0.124311624,0.121033139,0.119902639,0.119380178,0.11829,0.117957913,0.117280041,0.1121856,0.111541164,0.111296605,0.110326567,0.109923933,0.109505037,0.109324267,0.108679114,0.108280186,0.107167353,0.107003371,0.106559823,0.106083912,0.105766383,0.105671383,0.105083962,0.104964837,0.104739461,0.104473558
2424,2424,4.115622243,2424,kampo_2753,169511,Tracheloside,COC1=C(C=C(C=C1)CC2COC(=O)C2(CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)O)OC,15.12138836,3.800784292,91.47260251,56.55317846,75.58881641,7.81329824,0.3976074,0.33457448,-1.10724878,0.94168073,0.62789246,4.44258976,2.32607002,0.9403044,-0.7782814,6.9204,6.6954,382.78,550.557,22.34198853,9.464209113,8.155622114,4499.699814,-1951.237746,5.2201,5.2414,5.3547,5.8886,6.0828,6.5498,6.7802,6.83,6.9142,6.9496,7.0298,7.1139,7.1972,7.2611,7.3255,7.3566,7.4323,7.5479,7.5762,7.5992,7.6574,7.7356,7.8107,7.8391,7.9005,7.9352,7.9664,7.9815,8.0193,8.1358,0.191567211,0.190788721,0.186751825,0.169819652,0.164397975,0.152676418,0.147488275,0.146412884,0.144629892,0.143893174,0.142251558,0.14056987,0.138942922,0.13772018,0.136509453,0.13593236,0.134547852,0.132487182,0.131992292,0.131592799,0.130592629,0.129272455,0.128029498,0.127565664,0.126574267,0.126020768,0.125527214,0.125289733,0.124699163,0.122913543
926,926,4.115084109,926,kampo_1076,134715108,CID 134715108,C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O,16.97606055,2.662756459,92.33937784,40.6688507,81.07093383,7.28275204,0.37981113,0.32526206,-1.44296177,0.6992114,0.63842883,4.41313603,2.35160047,0.82305411,-1.01189763,4.381,3.0905,353.439,576.51,14.33654731,12.78897148,8.829166038,5238.88494,-2059.582009,5.2231,5.3027,5.3062,5.3572,5.6568,5.9273,5.9942,6.0437,6.0862,6.1282,6.2308,6.3247,6.4354,6.4815,6.5063,6.5759,6.6284,6.6898,6.7074,6.7349,6.7468,6.7698,6.8069,6.8438,6.8823,6.9029,6.9265,6.9387,6.9472,6.9612,0.191457181,0.188583175,0.188458784,0.186664676,0.176778391,0.16871088,0.166827934,0.165461555,0.164306135,0.163180053,0.160493035,0.158110266,0.155390496,0.154285273,0.153697186,0.152070439,0.150865971,0.1494813,0.149089066,0.148480304,0.148218415,0.147714851,0.146909753,0.146117654,0.145300263,0.14486665,0.14437306,0.144119215,0.143942883,0.143653393
522,522,4.113509222,522,kampo_0591,323896,"4-[[3-[1,3-Dihydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]-4-hydroxy-5-methoxyphenyl]methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",COC1=CC(=CC(=C1O)C(CO)C(C2=CC(=C(C=C2)O)OC)O)CC3COC(=O)C3CC4=CC(=C(C=C4)O)OC,17.12689756,3.445332266,90.57516916,59.26925232,76.99375886,7.42339046,0.18396078,0.15937047,-1.51787801,0.28700366,0.48365947,4.28669332,1.74603435,0.67284966,-0.73343604,3.3581,3.4183,382.001,554.592,18.05463462,15.73488127,7.377325392,4416.450842,-1915.14797,5.2048,5.2648,5.2789,5.4058,5.8727,5.9081,5.9742,6.4719,6.5316,6.6896,6.8168,6.8308,6.8648,6.8912,6.9017,6.9537,6.987,6.9944,7.0783,7.0956,7.1207,7.1365,7.2076,7.2199,7.2994,7.3078,7.3945,7.4246,7.4676,7.5551,0.192130341,0.189940738,0.189433405,0.184986496,0.170279429,0.169259153,0.167386428,0.15451413,0.153101843,0.149485769,0.146696397,0.146395737,0.145670668,0.145112607,0.144891838,0.143808332,0.143122943,0.14297152,0.14127686,0.140932409,0.140435631,0.140124711,0.138742439,0.138506073,0.136997561,0.136840089,0.135235648,0.134687391,0.133911832,0.132360922
1024,1024,4.111145719,1024,kampo_1180,91520,Catalpol,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,2.42E-56,5.07E-14,86.2274069,24.25645244,69.67811959,8.31600214,0.72474158,0.58241172,-2.88541471,2.18300492,1.77639339,4.4441397,2.41451801,1.29683489,-0.51597008,3.4253,3.5377,249.478,362.331,12.37156509,9.273712915,6.665708769,2595.784632,-1336.48868,6.8789,7.7776,8.0268,8.0639,8.1755,8.3284,8.3645,8.4891,8.5343,8.5983,8.6234,8.7083,8.7223,8.725,8.8083,8.9486,9.0337,9.104,9.1535,9.1772,9.229,9.2967,9.3563,9.3888,9.405,9.4731,9.5254,9.6375,9.6558,9.6841,0.14537208,0.128574367,0.124582648,0.124009474,0.122316678,0.120071082,0.119552872,0.117798118,0.117174226,0.11630206,0.115963541,0.114832975,0.114648659,0.114613181,0.113529285,0.111749324,0.110696614,0.109841828,0.109247829,0.108965698,0.108354101,0.10756505,0.106879856,0.106509884,0.106326422,0.105562065,0.104982468,0.103761349,0.103564697,0.103262048
1887,1887,4.110198643,1887,kampo_2143,3084979,Momilactone B,CC1(CCC2C(=CC3C4C25CCC(C4(C(=O)O3)C)(OC5)O)C1)C=C,4.413677391,0.083146287,87.59650875,32.0210691,61.30283725,8.92724338,0.53893943,0.4065658,-1.76419416,2.52229779,2.10440377,4.44871795,2.64797887,1.44195932,-0.41008283,6.3876,5.9874,242.132,330.424,12.78801498,7.907570712,6.698450713,2342.511785,-1078.25125,5.3676,6.9516,7.2019,7.2844,7.451,7.4992,7.714,7.8705,7.876,7.9182,7.9339,7.9444,8.2116,8.472,8.5074,8.5437,8.6732,8.6768,8.7471,8.7662,8.7798,8.8417,8.9001,8.912,8.9361,8.9513,9.0067,9.1161,9.1394,9.2094,0.186303003,0.143851775,0.138852247,0.137279666,0.134210173,0.133347557,0.129634431,0.127056731,0.126968004,0.126291329,0.126041417,0.12587483,0.121778947,0.118035883,0.117544726,0.117045308,0.115297699,0.115249862,0.114323604,0.114074513,0.113897811,0.113100422,0.112358288,0.112208259,0.111905641,0.111715617,0.111028457,0.109696032,0.109416373,0.108584707
1528,1528,4.109932979,1528,kampo_1758,60148655,Isoastragaloside II,CC(=O)OC1C(COC(C1O)OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CCC(O8)C(C)(C)O)C)C)O,0.038392131,0.016557365,88.17993037,31.93692261,64.50354346,8.39386043,1.29564632,0.8496681,-2.59358,1.81351655,1.79537633,5.58916933,2.01390951,1.1783963,-0.87984618,6.3538,6.7213,574.218,827.018,24.8602327,13.20144421,9.430637,9487.58544,-2807.976658,5.6735,7.9528,8.0511,8.0816,8.1215,8.1351,8.2001,8.3446,8.4391,8.4605,8.4857,8.5552,8.6121,8.6318,8.642,8.6598,8.7168,8.7453,8.7814,8.801,8.8625,8.8946,8.9007,8.909,8.9513,8.9679,8.9784,9.0116,9.0654,9.0836,0.176258042,0.125741877,0.12420663,0.123737874,0.123129964,0.122924119,0.121949732,0.119837979,0.118496048,0.118196324,0.117845316,0.116887975,0.116115698,0.115850692,0.115713955,0.115476108,0.114720999,0.114347135,0.113877058,0.113623452,0.112834979,0.112427765,0.112350714,0.112246043,0.111715617,0.111508826,0.111378419,0.110968086,0.110309529,0.110088511
2143,2143,4.10967342,2143,kampo_2440,146798,Procyanidin B3,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,16.52060251,3.342150042,91.88463874,45.03842887,79.80621285,7.18819191,0.35840424,0.4672047,-1.46174389,0.57139317,0.44475998,4.28198146,1.74086182,0.6043095,-1.23284959,5.453,5.5823,371.84,578.526,13.91631718,12.08911568,10.18641183,5078.722852,-2060.762586,5.2449,5.2758,5.305,5.3464,5.8763,5.9984,6.0316,6.0522,6.1202,6.2645,6.2941,6.3223,6.3808,6.3925,6.408,6.4485,6.4866,6.5218,6.5398,6.5775,6.6416,6.6572,6.6781,6.6854,6.7568,6.7673,6.781,6.7886,6.86,6.8654,0.190661404,0.189544714,0.188501414,0.187041748,0.17017511,0.166711123,0.165793488,0.165229173,0.163393353,0.159629659,0.15887895,0.158170286,0.15672016,0.15643332,0.156054931,0.155074824,0.154163969,0.153331902,0.152909875,0.152033447,0.150566129,0.150213303,0.14974319,0.149579681,0.147999053,0.147769421,0.147470875,0.147305777,0.145772595,0.145657937
2367,2367,4.108235004,2367,kampo_2692,442435,Swertiamarin,C=CC1C(OC=C2C1(CCOC2=O)O)OC3C(C(C(C(O3)CO)O)O)O,2.857629642,0.886334736,89.43836943,27.63894993,70.42069819,8.97095268,0.70038447,0.71552848,-1.15365116,1.1961014,0.91210891,4.03217958,1.9889611,1.29102126,-0.69222443,4.9697,3.3661,239.926,374.342,14.12163557,8.254754792,8.116327902,2632.396832,-1374.595754,5.0988,5.9006,6.7599,6.9067,7.076,7.1903,7.4679,7.6426,7.6852,7.848,7.9284,7.956,7.977,8.1083,8.1589,8.3441,8.3838,8.4805,8.5163,8.5292,8.5604,8.5713,8.6346,8.6953,8.7266,8.7798,8.7895,8.8278,8.9186,8.9979,0.196124578,0.169474291,0.147931182,0.144786946,0.141322781,0.139076256,0.133906453,0.130845524,0.130120231,0.127420999,0.126128853,0.125691302,0.125360411,0.123330415,0.122565542,0.11984516,0.119277655,0.117917576,0.117421885,0.11724429,0.116816971,0.116668417,0.115813124,0.115004658,0.114592166,0.113897811,0.113772114,0.113278507,0.112125221,0.111137043
724,724,4.10609256,724,kampo_0811,9865184,Ajugoside,CC(=O)OC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)C,0.2962983,0.05129957,87.95097164,30.80344769,70.78419679,8.29364041,0.65753095,0.75359395,-2.75829172,1.43801563,1.24442243,4.4604116,2.89167296,1.46412132,-0.59564742,6.6128,5.8585,257.884,390.385,13.83246506,10.98950741,6.673616826,2899.949628,-1415.138124,5.6055,6.8176,7.8854,7.9206,8.1101,8.1963,8.2449,8.2697,8.288,8.2927,8.5544,8.5608,8.6322,8.6893,8.7364,8.8105,8.8323,8.9024,8.9157,8.986,9.0738,9.1253,9.1799,9.2476,9.2734,9.3315,9.369,9.4271,9.5059,9.5882,0.178396218,0.146679183,0.126816648,0.126253062,0.123303042,0.122006271,0.121287099,0.120923371,0.120656371,0.120587987,0.116898906,0.116811513,0.115845323,0.115084069,0.114463623,0.113500936,0.113220792,0.11232926,0.112161692,0.11128422,0.11020741,0.109585438,0.108933649,0.108136165,0.107835314,0.107163907,0.106734977,0.106077161,0.105197825,0.104294862
354,354,4.102523751,354,kampo_0406,432448,"2-[4,5-Dihydroxy-6-(hydroxymethyl)-2-[[12-hydroxy-4,4,8,10,14-pentamethyl-17-[6-methyl-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,9.56E-94,2.44E-23,88.13157314,24.7967397,63.67070181,8.32679021,0.5767287,0.70219699,-2.50182042,1.26178876,0.8910612,4.50675874,2.81909116,1.67839516,-1.12133782,11.3417,11.1186,675.325,947.166,24.68925162,12.01787977,10.79017998,11722.45409,-3231.163899,7.3007,7.7405,7.7773,7.8818,7.9894,8.036,8.1176,8.1545,8.2481,8.253,8.3571,8.3766,8.4165,8.4618,8.4952,8.5377,8.5689,8.657,8.6896,8.7396,8.756,8.7604,8.771,8.7886,8.8115,8.8247,8.8355,8.8885,8.891,8.9149,0.136973167,0.129190621,0.128579327,0.126874572,0.125165845,0.12444002,0.12318912,0.122631676,0.121240043,0.12116806,0.119658733,0.119380178,0.118814234,0.118178165,0.117713532,0.117127564,0.116701093,0.115513457,0.115080096,0.114421713,0.114207401,0.114150039,0.114012085,0.113783765,0.113488055,0.1133183,0.113179786,0.112504922,0.112473288,0.112171757
2266,2266,4.102503093,2266,kampo_2582,157140,Secologanin dimethyl acetal,COC(CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C)OC,5.0672408,0.52541542,88.33028742,26.01337509,64.61202767,8.40429803,0.6714619,0.6850742,-1.36054863,1.25199144,1.10149066,3.93894708,2.32875465,0.88754254,-0.6667582,3.0456,3.2904,290.573,434.438,13.57015457,9.735630099,9.55068223,3510.520891,-1568.869923,5.3352,5.8215,6.9766,7.1343,7.3755,7.6342,7.6774,7.8253,7.8577,7.9524,8.0501,8.1201,8.1807,8.1851,8.3303,8.4036,8.4599,8.5001,8.5155,8.5555,8.6043,8.6396,8.7338,8.7869,8.7894,8.8761,8.9002,8.9237,8.9842,9.0034,0.187434398,0.171777033,0.143336296,0.140167921,0.135584028,0.130989495,0.130252429,0.127790628,0.127263703,0.125748202,0.124222059,0.123151193,0.122238928,0.122173217,0.120043696,0.11899662,0.118204707,0.117645675,0.117432916,0.116883876,0.116220959,0.115746099,0.114497699,0.113805779,0.113773409,0.112662093,0.112357026,0.112061141,0.111306516,0.111069152
53,53,4.101067572,53,kampo_0058,5273570,(-)-Olivil,COC1=C(C=CC(=C1)CC2(COC(C2CO)C3=CC(=C(C=C3)O)OC)O)O,9.290299669,3.766735829,89.42273122,53.41786623,74.73342849,7.68877036,0.57168025,0.5442619,-1.57818493,0.81131691,0.57899919,5.62006687,2.19463027,2.04235425,-0.49439801,4.2104,4.3277,278.821,376.405,16.35489684,8.848449543,6.718458565,2555.918499,-1302.610231,5.2007,5.2247,5.8662,5.9361,6.7285,6.8462,6.9156,6.9424,6.9549,7.0137,7.081,7.1126,7.1942,7.2162,7.3597,7.5108,7.6454,7.6802,7.8106,7.8373,7.8692,7.9607,7.9993,8.0194,8.0694,8.1376,8.1809,8.1923,8.1992,8.2685,0.192281808,0.191398549,0.170468105,0.168460774,0.148621535,0.146066431,0.144600613,0.144042406,0.14378352,0.142578097,0.141222991,0.140595563,0.139000862,0.13857709,0.135875104,0.133141609,0.130797604,0.130204943,0.128031137,0.127594963,0.127077721,0.125617094,0.125010938,0.124697608,0.123924951,0.122886355,0.12223594,0.122065842,0.121963118,0.12094092
943,943,4.092319386,943,kampo_1095,137796324,CID 137796324,CC1=CC2=C(C(=C3C(=C2)C=CC=C3OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)C(=O)O1,19.78683068,59.37782149,91.14115394,29.37436196,74.11828145,7.68820764,0.35308476,0.38363455,0.4575067,0.29062844,0.62023501,2.95085526,0.41364828,0.40984772,-0.68058574,8.2579,9.5376,354.888,566.512,13.71207427,11.47315651,7.020593619,5367.755744,-2061.179323,3.8225,4.2611,4.8822,5.056,5.2303,5.5558,5.6738,6.0039,6.0665,6.2185,6.2725,6.3964,6.5597,6.6036,6.6743,6.6846,6.7177,6.7631,6.807,6.894,6.9302,7.0141,7.1218,7.1304,7.1579,7.2284,7.3549,7.376,7.4804,7.5108,0.261608895,0.234681186,0.204825693,0.19778481,0.191193622,0.17999208,0.176248722,0.166558404,0.164839693,0.160810485,0.159426066,0.15633794,0.152445996,0.151432552,0.149828446,0.149597583,0.148860473,0.147861188,0.146907595,0.14505367,0.14429598,0.142569966,0.14041394,0.140244587,0.13970578,0.138343202,0.135963779,0.135574837,0.133682691,0.133141609
1443,1443,4.089756107,1443,kampo_1665,46887681,Gynostemma Extract,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)COC7C(C(C(CO7)O)O)O)O)O)O)C,7.87E-72,6.55E-18,87.89997553,25.23414579,63.76512969,7.95184304,0.78278427,0.67943445,-2.26603194,0.48285756,1.58933655,4.40633274,3.67169886,1.53740054,-0.9058482,4.3646,5.2034,653.97,917.14,25.2154879,11.91913579,10.72358801,10928.80877,-3116.720975,7.0663,7.2929,7.6004,7.7386,7.8661,7.9018,7.9778,8.0394,8.0652,8.1907,8.2076,8.211,8.3264,8.3677,8.4157,8.5016,8.5092,8.5605,8.6598,8.6629,8.6757,8.693,8.7183,8.753,8.7628,8.7757,8.791,8.7985,8.8439,8.8552,0.141516777,0.137119664,0.131572023,0.12922234,0.127127802,0.126553444,0.12534784,0.124387392,0.123989486,0.122089687,0.121838296,0.121787846,0.120099923,0.119507153,0.118825528,0.117624918,0.117519861,0.116815607,0.115476108,0.115434785,0.115264474,0.115035086,0.114701261,0.114246544,0.114118775,0.113951024,0.113752702,0.113655737,0.113072287,0.112927997
2454,2454,4.089533403,2454,kampo_2786,12300056,Unii-850A38gcsi,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC,12.74984346,9.11440741,91.57933719,50.03131012,77.66111162,7.19623412,0.65334998,0.68577842,-1.42360822,0.26695623,0.96409171,4.22859103,2.28625162,0.74094627,-0.71169037,3.3295,2.8202,425.944,596.724,20.71939319,14.20861116,9.007125187,4962.114754,-1955.965749,5.1069,5.1272,5.137,5.352,5.7168,5.7804,5.9243,6.0417,6.0822,6.1142,6.17,6.2837,6.3176,6.3493,6.3907,6.4436,6.5019,6.5277,6.5633,6.6144,6.6223,6.6619,6.7066,6.7914,6.8035,6.8221,6.8409,6.893,6.9411,6.953,0.195813507,0.195038227,0.194666148,0.186846039,0.174923034,0.172998408,0.168796313,0.165516328,0.164414192,0.163553695,0.162074554,0.159141907,0.158287957,0.157497677,0.156477381,0.155192749,0.153801197,0.153193315,0.152362379,0.151185293,0.151004938,0.150107327,0.14910685,0.147245045,0.14698317,0.146582431,0.146179596,0.145074713,0.144069384,0.14382281
102,102,4.087309031,102,kampo_0113,10485242,"(2R,3R,4S,5S,6R)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-Hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol",CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)COC6C(C(C(CO6)O)O)O)O)O)O)C)C)O)C)O)C,1.77E-89,2.69E-22,87.37338138,29.06558322,62.58476989,8.40783219,0.42972971,0.84133146,-2.62713116,0.76049085,0.61593431,4.49777557,3.78423322,1.75035165,-0.8529609,1.9525,1.9604,522.951,754.999,20.74740758,13.14179819,10.14515112,8078.368198,-2506.159053,7.2577,7.8509,7.9549,8.0224,8.0325,8.163,8.172,8.3748,8.4244,8.5218,8.5731,8.6559,8.6592,8.7284,8.7676,8.8136,8.8258,8.8561,8.898,8.9311,8.9952,9.0297,9.0379,9.0436,9.0639,9.1032,9.1377,9.1617,9.1776,9.2243,0.137784698,0.127373932,0.125708683,0.124650977,0.124494242,0.122503981,0.122369065,0.119405837,0.118702816,0.117346101,0.116643921,0.115528137,0.115484109,0.114568535,0.114056298,0.113461015,0.113304176,0.112916521,0.112384806,0.111968291,0.111170402,0.11074565,0.110645172,0.110575435,0.110327784,0.109851481,0.109436729,0.109150049,0.108960948,0.10840931
1088,1088,4.085402124,1088,kampo_1269,6918774,Corosolic acid,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O,2.243419299,0.311160768,86.32061969,20.16663499,57.7291098,7.81253442,0.68504372,0.55289268,-2.12286208,1.2749246,0.71947108,4.26516941,2.40918629,1.34541306,-0.34544201,3.4192,3.5247,360.237,472.71,16.62403917,9.368817829,8.117979817,4179.562997,-1472.42075,5.4727,6.4757,6.947,7.2455,7.5464,8.002,8.0563,8.1476,8.1735,8.3485,8.3702,8.3994,8.447,8.5198,8.5801,8.5848,8.6244,8.7336,8.8297,8.8978,8.9001,8.951,8.9789,9.0368,9.0625,9.0833,9.0859,9.1542,9.1601,9.1798,0.182725163,0.15442346,0.143947027,0.1380167,0.132513516,0.124968758,0.12412646,0.122735529,0.122346608,0.119781997,0.119471458,0.119056123,0.118385226,0.117373647,0.116548758,0.11648495,0.115950095,0.114500321,0.113254131,0.112387332,0.112358288,0.111719361,0.111372217,0.11065864,0.110344828,0.110092147,0.110060643,0.109239475,0.109169114,0.108934835
1575,1575,4.083967933,1575,kampo_1809,5316262,Isoolivil,COC1=C(C=C2C(C(C(CC2=C1)(CO)O)CO)C3=CC(=C(C=C3)O)OC)O,7.846533688,6.287545295,89.74323307,54.37226564,71.91570989,7.42066228,0.31635535,0.26136573,-1.6594495,0.53682949,0.40700907,4.38219603,1.94479738,0.77021769,-0.5664024,3.4537,3.0777,256.897,376.405,14.3309969,10.76948305,7.509574255,2614.672482,-1302.624021,5.1211,5.1906,5.7984,5.8949,6.1256,6.4598,6.5146,6.5727,6.7744,6.8681,6.9575,6.9868,7.0072,7.1559,7.177,7.2686,7.4022,7.6606,7.7231,7.8233,7.9557,8.0085,8.0394,8.1268,8.1346,8.229,8.232,8.2528,8.2722,8.2794,0.195270547,0.192655955,0.172461369,0.169638162,0.163249314,0.154803554,0.153501366,0.152144476,0.147614549,0.145600676,0.143729788,0.14312704,0.142710355,0.139744826,0.139333984,0.137578076,0.135094972,0.130538078,0.129481685,0.127823297,0.125696042,0.124867328,0.124387392,0.123049663,0.122931675,0.121521449,0.121477162,0.121170997,0.120886826,0.120781699
