,index,pIC50,index,number,cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,MW,B1,B2,B3,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
749,749,5.028143747,749,kampo_0837,69816,Allyl thiocyanate,C=CCSC#N,5.505742332,0.009591135,68.86628521,24.81249575,47.99104462,9.999566987,0.769811815,0.602484955,-1.681943039,2.550201913,2.663245767,5.280485924,2.770527638,1.741473931,-0.211393932,3.9582,5.2693,76.501,99.151,7.240351777,6.225853217,4.877592662,255.3000871,-608.1955162,5.1834,6.7434,7.0003,7.3511,7.3976,7.613,7.9908,8.2192,8.3686,8.4015,8.7568,8.8406,8.8627,9.0516,9.2524,9.2924,9.3361,9.4972,9.5554,9.7993,9.8217,9.8923,10.055,10.332,10.3953,10.4549,10.5238,10.5959,10.7054,10.7806,0.192923564,0.148293146,0.142851021,0.136034063,0.135178977,0.131354262,0.125143916,0.121666342,0.1194943,0.119026364,0.114196967,0.113114494,0.112832433,0.110477706,0.108080066,0.107614825,0.107111106,0.105294192,0.104652866,0.102048105,0.101815368,0.101088726,0.099453008,0.096786682,0.09619732,0.09564893,0.09502271,0.094376127,0.093410802,0.092759216
1505,1505,5.0279543,1505,kampo_1734,14135399,Icariside B5,CC1=CC(=O)CC(C1(CCC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C,1.016633052,0.029696323,86.84193992,24.08107308,58.95712505,8.69759832,0.31048159,0.21836555,-0.75401572,0.48986167,0.79629045,3.41643574,0.59499327,0.4175068,-0.60134432,4.5911,1.9809,284.371,388.457,14.80326048,8.218366649,8.196709758,2891.795886,-1344.523379,3.6088,6.1091,6.2728,6.5896,7.3608,7.3987,7.7237,7.8168,7.9238,8.1888,8.2092,8.2958,8.3432,8.5003,8.5607,8.607,8.6243,8.7374,8.8348,8.8858,8.9373,8.9815,9.0157,9.0526,9.0822,9.1141,9.1656,9.1795,9.2286,9.278,0.277100421,0.163690233,0.159418442,0.151754279,0.135854798,0.135158879,0.129471626,0.127929588,0.126202075,0.122118015,0.12181455,0.120542925,0.119858088,0.117642907,0.116812877,0.116184501,0.11595144,0.114450523,0.113188754,0.112539107,0.111890616,0.111339977,0.110917621,0.110465502,0.110105481,0.109720104,0.109103605,0.108938395,0.108358798,0.10778185
2487,2487,5.027688774,2487,kampo_2821,6716,Visnagin,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,9.010306317,6.974478127,87.64913151,17.17317996,61.36157472,7.990164706,0.348222105,0.495409833,-0.395929982,0.169816857,0.161045201,3.661193002,1.711825696,0.580610766,-0.288110938,3.0462,3.4418,153.572,230.219,11.49225719,8.892529682,4.582642132,1179.128763,-801.9657859,3.8492,4.6142,5.112,5.6659,5.8348,5.8879,6.1665,6.3684,6.4081,6.7254,6.8223,6.9416,7.0934,7.2848,7.4647,7.5624,7.7475,7.79,8.0259,8.0521,8.1678,8.2742,8.3456,8.5101,8.6042,8.6612,8.7103,8.8149,8.9276,8.9389,0.259794243,0.216722292,0.195618153,0.176494467,0.17138548,0.169839841,0.162166545,0.157025312,0.156052496,0.148690041,0.146578133,0.144059007,0.140976119,0.137272128,0.133963857,0.132233153,0.129073895,0.128369705,0.124596618,0.124191205,0.122431989,0.120857606,0.11982362,0.117507432,0.11622231,0.115457442,0.114806608,0.113444282,0.112012187,0.111870588
2102,2102,5.027346698,2102,kampo_2395,11278519,Phytocassane D,CC1C2CCC3C(C(C(=O)CC3(C2C(=O)C=C1C=C)C)O)(C)C,7.538492718,43.32280576,87.99976291,22.06103188,62.44879774,8.55333648,0.21246893,0.16130925,0.06086148,0.40352389,0.564376,3.40997993,1.00627747,1.231027,-0.29556642,4.2864,4.4356,251.44,316.441,13.8138614,7.987312068,7.722606949,2152.024045,-1004.228482,3.4608,4.2589,5.0949,6.097,6.3059,6.4769,6.493,6.6545,6.7152,6.8336,6.9857,7.05,7.1204,7.327,7.4415,7.5547,7.5644,7.7642,7.7935,7.8722,8.0289,8.0842,8.1566,8.1664,8.3896,8.4342,8.5417,8.573,8.656,8.7288,0.288950532,0.234802414,0.196274706,0.164015089,0.158581646,0.154394849,0.154012013,0.150274251,0.148915892,0.146335753,0.143149577,0.141843972,0.140441548,0.136481507,0.134381509,0.13236793,0.132198192,0.12879627,0.128312055,0.127029293,0.124550063,0.123698078,0.122600103,0.122452978,0.119195194,0.118564891,0.117072714,0.116645282,0.115526802,0.114563285
1514,1514,5.027227013,1514,kampo_1744,69867,Indole-3-carboxylic acid,C1=CC=C2C(=C1)C(=CN2)C(=O)O,17.27389909,12.17396185,81.49552374,18.25083356,66.79642816,8.100337283,0.233230134,0.221094272,-1.183325437,0.315193965,0.286724864,3.920796037,0.45557165,0.44473174,-0.35934988,3.9861,3.5768,118.334,161.16,9.310525913,8.689814432,3.397937966,648.9262076,-552.1903374,5.2197,5.2312,5.3777,6.0736,6.2802,6.8314,7.0099,7.0743,7.5795,7.6626,8.0336,8.1044,8.12,8.1203,8.2504,8.3833,8.4203,8.5142,8.7272,8.8252,8.8745,8.9152,8.9702,9.1598,9.2728,9.3345,9.3835,9.4756,9.5901,9.6578,0.191581892,0.191160728,0.185953103,0.164646997,0.159230598,0.146382879,0.142655387,0.141356742,0.131934824,0.130504006,0.124477196,0.123389764,0.123152709,0.12314816,0.121206245,0.119284769,0.118760614,0.117450847,0.114584288,0.11331188,0.112682405,0.112167983,0.111480235,0.109172689,0.107842291,0.107129466,0.106570043,0.105534214,0.104274199,0.10354325
312,312,5.027143166,312,kampo_0350,6656,"2-Butenoic acid, 2-methyl-",CC=C(C)C(=O)O,3.490333444,0.009043082,74.71416137,12.09504802,36.81741745,9.493287285,0.447973604,0.341069503,-1.2355677,0.500356602,0.439993733,3.880556192,2.497565907,1.372375029,-0.167670318,2.0045,1.927,83.834,100.117,7.274836673,6.917337808,4.095956973,300.5799681,-345.6527505,5.0862,6.2312,7.4653,7.7738,7.8591,8.8579,9.064,9.111,9.2644,9.618,9.6859,9.6963,9.7312,9.934,10.2233,10.2282,10.3208,10.6526,11.0112,11.0302,11.1277,11.3355,11.4444,11.4827,11.6298,11.7452,11.8054,11.8613,12.0243,12.0355,0.196610436,0.160482732,0.13395309,0.128637217,0.127241033,0.112893575,0.110326567,0.109757436,0.107940072,0.10397172,0.103242858,0.103132123,0.102762249,0.100664385,0.097815774,0.097768913,0.096891714,0.093873796,0.090816623,0.090660187,0.08986583,0.088218429,0.08737898,0.087087532,0.085986001,0.085141164,0.084706998,0.084307791,0.083164924,0.083087533
1053,1053,5.026475898,1053,kampo_1209,90658886,Chrysin 8-C-glucoside,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O,23.21503308,23.16362491,92.54296547,32.25467074,81.55842338,8.19386012,0.40693152,0.34191437,0.11200346,0.32620465,0.39567351,3.57657247,1.04990704,0.72125639,-0.68005486,3.4407,1.9807,267.44,416.382,12.74127837,12.62356543,7.407307691,3060.859074,-1488.714363,3.7422,4.6979,4.9898,5.2451,5.2704,5.4898,5.7603,5.8957,6.1795,6.3258,6.4572,6.5218,6.722,6.7793,6.8465,6.8892,6.9182,7.0187,7.1164,7.159,7.3088,7.3382,7.3848,7.3959,7.4962,7.5304,7.5446,7.5838,7.6916,7.7033,0.267222489,0.212861066,0.200408834,0.190654134,0.189738919,0.182155998,0.173602069,0.169615143,0.16182539,0.158082772,0.154865886,0.153331902,0.148765248,0.147507855,0.146060031,0.145154735,0.144546269,0.142476527,0.140520488,0.139684313,0.136821366,0.136273201,0.135413281,0.135210049,0.133400923,0.132795071,0.132545132,0.131860017,0.130011961,0.129814495
1429,1429,5.026069852,1429,kampo_1651,15233562,Glyinflanin H,CC1(C=CC2=C(O1)C=CC(=C2O)C3=CC4=C(O3)C=C(C=C4)O)C,14.83686506,32.14077247,90.24948705,26.4458229,74.46912435,6.78335454,0.28762081,0.28046813,-0.50463316,0.20398073,0.19522531,3.3194941,0.55351881,0.55914604,-0.38966805,3.8373,2.0329,221.484,308.333,16.89855703,7.187258962,5.993122384,1789.305462,-1034.148055,4.0803,4.4806,4.7871,5.1253,5.4841,5.7874,5.868,6.097,6.156,6.4363,6.6155,6.6984,6.9076,6.9872,7.0141,7.0456,7.1617,7.224,7.3672,7.4253,7.5039,7.6359,7.6655,7.7204,7.7675,7.8299,7.8707,7.8777,7.9336,8.0352,0.245080019,0.223184395,0.208894738,0.19511053,0.182345326,0.172789163,0.170415815,0.164015089,0.162443145,0.155368768,0.151160154,0.149289383,0.144768082,0.143118846,0.142569966,0.141932554,0.139631652,0.138427464,0.135736779,0.134674693,0.133264036,0.130960332,0.130454634,0.129526968,0.128741551,0.127715552,0.127053502,0.126940604,0.126046183,0.124452409
1511,1511,5.025954744,1511,kampo_1741,397,Indole-3-acetamide,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,11.06159924,7.223690232,85.83008018,9.355982438,71.4607987,7.854048753,0.361667795,0.575521493,-1.444710248,0.305428835,0.248462743,3.989129933,0.507635517,0.514886569,-0.412098213,5.2252,3.8783,138.095,174.203,10.77385815,7.465433951,5.391201541,746.3104984,-571.6143221,5.1607,5.2672,5.5661,6.5103,6.8323,7.0746,7.3454,7.4052,7.462,7.4703,7.5607,7.6416,7.7938,8.0825,8.1425,8.1599,8.1876,8.2158,8.3269,8.3967,8.5746,8.6155,8.6589,8.7869,8.8402,8.9502,9.005,9.069,9.1207,9.1915,0.193772163,0.189854192,0.179659007,0.153602753,0.146363596,0.141350748,0.136139625,0.135040242,0.134012329,0.133863433,0.132262886,0.130862647,0.128307116,0.123724095,0.122812404,0.122550521,0.122135913,0.121716692,0.120092712,0.119094406,0.116623516,0.116069874,0.11548811,0.113805779,0.113119613,0.111729347,0.111049417,0.11026574,0.109640707,0.10879617
250,250,5.025832711,250,kampo_0283,5280411,12-Oxo-phytodienoic acid,CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O,2.128345849,0.044521716,86.07689988,43.39256934,58.96259307,8.786099925,3.072043069,0.934717605,-0.766594169,0.448921418,0.437258865,3.53817452,0.520262728,0.428308242,-0.361155711,2.5989,2.3065,239.479,292.419,17.87465302,10.00705352,6.75659632,1547.615697,-928.0538791,3.7086,5.6119,5.9064,6.3185,7.0608,7.2236,7.4896,7.5748,7.8154,8.021,8.0762,8.2436,8.2803,8.4851,8.5938,8.625,8.7453,8.7499,8.7783,8.81,8.8674,8.883,8.9326,8.9636,9.0914,9.1496,9.2052,9.2869,9.3292,9.3688,0.269643531,0.178192769,0.169307869,0.158265411,0.141627011,0.138435129,0.133518479,0.132016687,0.127952504,0.124672734,0.123820609,0.121306225,0.120768571,0.117853649,0.116362959,0.115942029,0.114347135,0.11428702,0.113917273,0.113507378,0.112772628,0.112574581,0.111949488,0.111562319,0.10999406,0.109294395,0.10863425,0.107678558,0.107190327,0.106737256
838,838,5.02457038,838,kampo_0951,10131135,Brevifolin[Geranium],C1CC(=O)C2=C1C3=C(C(=C(C=C3C(=O)O2)O)O)O,16.2649783,32.05592361,85.81097301,56.08263259,60.83698398,8.100672305,0.292421623,0.282174804,0.227799063,0.153829851,0.435439156,3.086698968,0.550320406,0.566335168,-0.614243807,9.8137,10.4616,146.93,248.19,11.35897269,9.047839211,4.153300779,1301.601209,-913.105054,3.6927,4.1738,4.7016,4.9697,5.4103,5.8632,6.1809,6.3587,6.4755,6.581,6.628,6.6646,6.9982,7.2518,7.3417,7.412,7.6559,7.6927,7.7177,7.8511,8.0449,8.0832,8.245,8.2684,8.2794,8.2916,8.3356,8.4843,8.508,8.5365,0.27080456,0.239589822,0.212693551,0.20121939,0.184832634,0.170555328,0.161788736,0.15726485,0.154428229,0.151952591,0.150875075,0.150046514,0.142893887,0.137896798,0.136208235,0.134916352,0.130618216,0.12999337,0.129572282,0.127370687,0.124302353,0.123713381,0.121285628,0.120942383,0.120781699,0.120603985,0.119967369,0.117864762,0.117536436,0.117144029
2272,2272,5.02319255,2272,kampo_2588,5481948,Semilicoisoflavone B,CC1(C=CC2=C(O1)C(=CC(=C2)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C,31.45285213,47.73574259,91.6943157,31.75250105,74.91361208,7.32919006,0.34201369,0.390209,-0.11680076,0.61716806,0.41689428,3.50307611,1.04360742,0.77434642,-0.48776424,2.1146,4.9252,230.572,352.342,17.71092622,7.884746387,6.357292589,2205.754953,-1222.646226,4.2934,4.3569,4.3815,4.7001,4.9106,4.9948,5.154,5.2982,5.6798,5.876,5.964,6.2375,6.2548,6.4093,6.4766,6.5663,6.6098,6.693,6.7678,6.8629,7.0345,7.0855,7.1035,7.2292,7.2789,7.315,7.3966,7.4183,7.4631,7.5169,0.232915638,0.22952099,0.228232341,0.212761431,0.203641103,0.200208217,0.194024059,0.188743347,0.176062537,0.170183799,0.167672703,0.160320641,0.159877214,0.156023279,0.154402001,0.152292768,0.151290508,0.149409831,0.147758504,0.145710997,0.142156514,0.1411333,0.140775674,0.138327892,0.137383396,0.1367054,0.135197253,0.134801774,0.133992577,0.133033564
1688,1688,5.022550224,1688,kampo_1927,46209782,Kuwanon U,CC(=CCCC(=CCC1=CC(=C(C=C1OC)O)C2CC(=O)C3=C(C=C(C=C3O2)O)O)C)C,14.02798292,10.29157741,90.29020298,33.74393887,69.12084461,7.69179432,0.53316226,0.36850687,-0.56987153,0.30669164,0.30393489,3.80375385,0.97905994,0.89541414,-0.54295387,4.4569,4.344,338.252,438.52,19.87255814,11.51168077,7.93953448,3061.722901,-1459.581767,4.2223,4.4908,4.9876,5.2071,5.5022,5.9205,6.2495,6.3416,6.4156,6.5007,6.5716,6.6672,6.6779,6.7656,6.8845,6.9098,6.9661,7.0018,7.0658,7.087,7.0939,7.1673,7.25,7.2785,7.3005,7.3153,7.4985,7.5511,7.5821,7.6472,0.236837742,0.222677474,0.200497233,0.192045476,0.181745484,0.168904653,0.160012801,0.157688911,0.155870067,0.153829588,0.152169943,0.149988001,0.149747675,0.147806551,0.145253831,0.144721989,0.143552346,0.142820418,0.141526791,0.141103429,0.140966182,0.139522554,0.137931034,0.137390946,0.136976919,0.136699794,0.133360005,0.132431037,0.131889582,0.130766817
1064,1064,5.022169629,1064,kampo_1225,444539,Cinnamic acid,C1=CC=C(C=C1)C=CC(=O)O,16.41716525,25.09528673,84.07435677,10.92211679,70.89009467,8.777869142,0.324598114,0.297912422,-0.27371621,0.39656495,0.491938716,3.650326534,2.162054685,1.477072971,-0.25500258,2.4961,2.062,112.619,148.161,7.47087379,5.901245768,5.099421275,550.6679921,-498.0154482,4.8085,5.0298,5.2067,6.3286,6.6332,6.7516,7.0219,7.2499,7.4066,7.4892,7.5385,7.8792,7.9612,8.1346,8.2885,8.3771,8.4357,8.5582,8.6401,8.8122,8.9088,8.9378,8.9906,9.2297,9.3471,9.3918,9.4614,9.5142,9.5808,9.6504,0.207965062,0.198815062,0.19206023,0.158012831,0.150756799,0.14811304,0.142411598,0.137932937,0.135014717,0.13352561,0.132652384,0.126916438,0.125609205,0.122931675,0.120649092,0.119373053,0.118543808,0.116847001,0.115739401,0.11347904,0.112248563,0.111884356,0.111227282,0.108345883,0.106985054,0.106475862,0.105692604,0.105106052,0.104375418,0.103622648
2435,2435,5.020690229,2435,kampo_2767,74112,Trimethyl citrate,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,0.911551012,0.148316613,81.05044049,30.31512758,55.31938495,9.92199942,1.647233966,0.73715467,-2.045412801,1.565688776,1.12727328,5.555152126,1.755687434,1.205783764,-0.340744522,1.2888,0.8215,166.582,234.204,11.03271465,8.692388777,6.054205154,1240.476955,-877.6425936,5.5688,5.6375,5.6966,7.6467,7.9505,8.1196,8.2888,8.3343,8.391,8.4162,8.5771,8.764,8.8457,8.8899,9.0759,9.1457,9.1685,9.2791,9.4451,9.5077,9.5552,9.6466,9.7343,9.8292,9.9762,10.0546,10.0984,10.1149,10.1607,10.1874,0.179571901,0.177383592,0.175543307,0.130775367,0.125778253,0.123158776,0.120644725,0.119986082,0.119175307,0.118818469,0.116589523,0.114103149,0.113049278,0.112487205,0.11018191,0.109341002,0.109069095,0.107769072,0.105875004,0.105177908,0.104655057,0.103663467,0.102729523,0.10173768,0.100238568,0.099456965,0.099025588,0.098864052,0.098418416,0.098160473
2438,2438,5.020049272,2438,kampo_2770,363262,Tsuduranine,COC1=C(C2=C3C(CC4=C2C=C(C=C4)O)NCCC3=C1)OC,13.80300868,12.69663245,90.43244532,39.12346485,68.03229953,7.452830966,0.462148059,0.242725194,-0.815740963,0.336996371,0.316994898,3.811018237,1.086186956,0.658717085,-0.394121321,4.4471,3.0176,212.995,297.354,11.75615499,10.62801868,5.487199969,1828.651032,-977.384019,4.6404,4.8218,5.1634,5.6883,5.8992,6.0394,6.2288,6.4046,6.5423,6.6323,6.7744,6.8092,6.8911,7.1383,7.1843,7.2403,7.2667,7.3255,7.4028,7.4809,7.5609,7.6014,7.7114,7.7449,7.8407,7.9085,7.954,8.0307,8.1559,8.2061,0.215498664,0.207391431,0.193670837,0.175799448,0.16951451,0.165579362,0.160544567,0.156137776,0.152851444,0.150777257,0.147614549,0.14686013,0.145114713,0.140089377,0.139192406,0.138115824,0.137614048,0.136509453,0.135084022,0.133673756,0.132259387,0.131554714,0.129678139,0.129117226,0.127539633,0.126446229,0.125722907,0.124522146,0.122610625,0.121860567
1050,1050,5.018797603,1050,kampo_1206,5281607,Chrysin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,26.25042454,31.53776798,91.59669255,23.79168759,76.74471413,8.24711456,0.777103384,0.59552517,0.272441674,0.367162186,0.412618107,3.567298861,0.561454821,0.618854521,-0.356123772,6.1789,4.5642,178.919,254.241,13.4766003,8.908824611,3.972980693,1316.405983,-878.1954967,4.2722,4.3679,4.8378,5.1675,5.2235,5.3472,5.9123,6.2484,6.3212,6.3867,6.4367,6.6942,6.7099,6.822,6.929,7.1242,7.1589,7.1981,7.3833,7.423,7.448,7.4989,7.5201,7.5943,7.7718,7.7945,7.8273,7.851,7.9069,8.0227,0.234071439,0.22894297,0.206705527,0.193517175,0.191442519,0.187013764,0.169138914,0.16004097,0.158197811,0.156575383,0.155359113,0.149383048,0.149033518,0.146584579,0.14432097,0.140366638,0.139686265,0.13892555,0.135440792,0.134716422,0.134264232,0.133352892,0.132976955,0.131677706,0.128670321,0.128295593,0.127757975,0.127372309,0.126471816,0.124646316
957,957,5.018172042,957,kampo_1111,25115189,CID 25115189,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O,17.86342657,26.4672198,92.15845935,40.02331797,76.79521165,7.89594512,0.62335312,0.75602688,0.49922307,0.69109817,0.60594815,3.31948893,0.81882007,0.74361241,-1.04927792,9.363,8.2561,479.705,756.663,17.30527041,13.03711961,7.172315946,8357.270476,-2785.019527,4.2138,4.3397,4.7221,5.0479,5.1033,5.4024,5.6504,5.707,5.9207,5.9753,6.069,6.1424,6.1796,6.3503,6.4434,6.5101,6.5495,6.5734,6.68,6.7583,6.786,6.905,6.9316,6.9589,7.0257,7.0488,7.153,7.1704,7.2029,7.2596,0.237315487,0.230430675,0.211770187,0.198102181,0.195951639,0.185102917,0.176978621,0.17522341,0.168898948,0.167355614,0.164771791,0.162802813,0.161822772,0.157472875,0.155197567,0.153607471,0.152683411,0.152128275,0.149700599,0.147966205,0.147362216,0.144822592,0.144266836,0.143700872,0.142334572,0.141868119,0.139801482,0.139462234,0.13883297,0.137748636
862,862,5.017854654,862,kampo_0985,101421537,CID 101421537,CC12C=C3C(=C(OC4=CC(=CC(=C43)O)C5=CC6=C(O5)C=C(C=C6)O)C7=C(C=C(C=C7)O)O)C(C1O)C8=C(O2)C=C(C=C8)O,40.50201237,50.92301387,93.31492582,38.72203681,82.53231623,6.74017912,0.33643408,0.32381579,0.0110014,0.26314996,0.26635242,3.0134343,1.0863774,0.69161219,-0.89298828,4.8239,4.0391,367.894,576.557,17.69427762,13.02545166,10.19642143,4869.193423,-1986.346981,3.9878,4.3107,4.4064,4.8117,4.9542,5.0593,5.1263,5.1856,5.2939,5.4018,5.473,5.5066,5.5899,5.7002,5.7537,5.8371,5.8934,5.9515,5.9807,6.0997,6.1389,6.1874,6.2125,6.2524,6.2576,6.3231,6.3704,6.4093,6.5135,6.5471,0.250764833,0.231980885,0.226942629,0.207826756,0.201848936,0.197655802,0.195072469,0.192841716,0.188896655,0.185123477,0.182715147,0.181600262,0.178894077,0.175432441,0.173801206,0.171317949,0.169681338,0.168024868,0.167204508,0.163942489,0.162895633,0.161618774,0.160965795,0.159938584,0.159805676,0.158150274,0.156976014,0.156023279,0.153527289,0.152739381
1162,1162,5.016549011,1162,kampo_1357,5354238,Dehydrozingerone,CC(=O)C=CC1=CC(=C(C=C1)O)OC,7.102546545,10.35426368,87.52147524,49.40511563,70.39637946,7.917724725,0.201687414,0.51797118,-0.359605038,0.429861418,0.529697706,3.518348068,2.007414572,1.483074194,-0.299689709,5.5953,5.6635,148.786,192.214,10.80495539,8.078568459,5.677069782,852.4221486,-651.7705544,3.5979,4.5497,5.1128,5.9175,6.2144,6.3607,6.613,6.9999,7.1967,7.2691,7.3539,7.6363,7.6786,7.7324,7.7989,7.9602,8.0652,8.264,8.2874,8.3319,8.3778,8.4589,8.5254,8.7656,8.7969,8.8382,8.8453,9.0183,9.0831,9.1561,0.277939909,0.219794712,0.195587545,0.168990283,0.160916581,0.157215401,0.151217299,0.142859184,0.138952575,0.137568612,0.135982268,0.130953472,0.130232074,0.129325953,0.128223211,0.125624984,0.123989486,0.121006776,0.120665106,0.120020644,0.119363079,0.118218681,0.117296549,0.114082322,0.113676409,0.113145211,0.11305439,0.110885644,0.110094571,0.109216806
1682,1682,5.016481539,1682,kampo_1921,3081548,Kuwanon D,CC1(C2CCC3(C2C1C4=C(O3)C=C(C(=C4)C5CC(=O)C6=C(C=C(C=C6O5)O)O)O)C)C,16.99190214,12.38846568,89.76492622,41.45959491,72.25680153,7.53158819,0.294669,0.28236718,-0.89902749,0.30173706,0.30096073,4.08376211,0.53314947,0.92593862,-0.61426247,4.4043,3.1766,313.231,422.477,16.46367056,10.5939334,6.964945973,3112.557275,-1419.119336,3.7498,4.8818,5.1179,5.3187,5.696,5.9143,6.2839,6.4839,6.5382,6.6307,6.7268,6.7409,6.9382,7.0789,7.1537,7.1749,7.2791,7.3605,7.408,7.4833,7.5144,7.5349,7.5876,7.6147,7.6298,7.719,7.7456,7.8031,7.8516,7.8735,0.26668089,0.204842476,0.195392642,0.188015869,0.175561798,0.169081717,0.159136842,0.154228165,0.152947294,0.15081364,0.148659095,0.148348143,0.144129601,0.141264886,0.139787802,0.139374765,0.137379621,0.135860336,0.134989201,0.133630885,0.133077824,0.132715763,0.13179398,0.131324937,0.131065034,0.12955046,0.129105557,0.128154195,0.127362576,0.127008319
1495,1495,5.016304769,1495,kampo_1722,787,Hydroxylamine,NO,2.55E-198,1.55E-51,44.60725641,4.757670038,25.85021301,10.55197317,1.344715021,1.609070403,-4.885236925,3.924393032,1.218489967,7.359975579,2.847795667,4.511512779,-0.174396904,0.5825,4.6059,27.925,33.03,4.652332709,3.634899425,3.600454887,39.50874064,-131.6541959,8.1571,8.255,8.479,9.261,9.912,10.0132,10.5555,11.9143,13.0903,13.7169,14.467,14.7194,15.0102,15.1853,15.5028,15.699,16.9365,17.1311,17.3578,18.3898,22.122,23.9503,24.1563,24.2641,24.513,25.705,25.708,26.0404,26.1184,26.627,0.122592588,0.121138704,0.117938436,0.1079797,0.100887813,0.099868174,0.094737341,0.083932753,0.076392443,0.07290277,0.069122831,0.067937552,0.066621364,0.065853161,0.064504477,0.063698325,0.059044076,0.058373368,0.057610988,0.05437797,0.045203869,0.04175313,0.041397068,0.04121315,0.04079468,0.038902937,0.038898397,0.038401868,0.038287185,0.037555864
483,483,5.015883953,483,kampo_0549,22298189,4-Gingesulfonic acid,CCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)S(=O)(=O)O,6.604772494,3.334605569,88.05303577,34.33416219,67.20073798,7.77870843,0.32471185,0.32071973,-1.37106405,0.88936541,0.6399053,4.42935406,2.39692583,0.9577374,-0.61956753,2.0838,1.9778,248.228,330.395,15.780161,8.734708648,6.489404976,1949.685487,-1433.864757,4.2789,5.2381,5.974,6.078,6.8905,6.9472,7.0175,7.1262,7.5854,8.2091,8.2224,8.2458,8.3167,8.3887,8.4319,8.4882,8.4998,8.6085,8.6147,8.6425,8.6959,8.7614,8.762,8.8101,8.8632,8.8852,8.8887,8.9468,8.9711,8.9893,0.233704924,0.190908917,0.167392032,0.164527805,0.145127349,0.143942883,0.142500891,0.140327243,0.131832204,0.121816033,0.121618992,0.121273861,0.120239999,0.119207982,0.118597232,0.117810608,0.117649827,0.116164256,0.116080653,0.115707261,0.114996723,0.11413701,0.114129194,0.11350609,0.112826067,0.112546707,0.112502391,0.111771807,0.111469051,0.111243367
1006,1006,5.015475422,1006,kampo_1161,5281342,Capillarisin,COC1=C(C2=C(C=C1O)OC(=CC2=O)OC3=CC=C(C=C3)O)O,18.00511936,10.51137741,91.54195823,41.06736467,78.48958685,8.09995823,0.39329582,0.35368422,-0.79474677,0.30769518,0.29402519,4.38455033,2.02691636,0.92734353,-0.6451211,7.0626,7.5797,209.708,316.265,15.05995347,8.790691534,6.070354316,1860.561145,-1143.029578,3.9567,4.9211,5.1971,5.3368,5.6789,5.8735,6.1288,6.2288,6.2707,6.3156,6.4828,6.5336,6.7046,6.8999,6.9648,7.0196,7.0829,7.1065,7.1199,7.1502,7.2051,7.2525,7.3085,7.3671,7.3857,7.5065,7.5906,7.6509,7.7007,7.7909,0.252735866,0.2032066,0.192415001,0.187378204,0.17609044,0.170256236,0.163164078,0.160544567,0.159471829,0.158338083,0.154254335,0.153054977,0.149151329,0.144929637,0.143579141,0.14245826,0.141185108,0.140716246,0.140451411,0.139856228,0.138790579,0.137883488,0.136826982,0.135738622,0.13539678,0.133217878,0.131741891,0.130703577,0.129858325,0.128354876
